Date,Open,High,Low,Close
2020-01-01,107.58999058780464,108.13667911973232,105.79757096510095,107.21357727050781
2020-01-08,107.67960094661048,110.1262496922956,107.16876167154695,107.60790252685547
2020-01-15,107.50036584240257,109.77673961986125,106.54142160254156,108.37865447998047
2020-01-22,109.11107925820319,110.85757897334577,106.45532547160396,109.06607055664062
2020-01-29,109.29113082645044,110.20039173434449,104.51076456289775,107.44560241699219
2020-02-05,108.49888446420398,110.90257396554695,107.96773655280234,110.75852966308594
2020-02-12,111.5417534275914,113.35127045670559,110.56947500582167,110.93858337402344
2020-02-19,111.33471701185636,114.08950650570011,106.69839477539062,106.69839477539062
2020-02-26,108.30086659921417,108.43589958809001,92.66340772503439,97.73184967041016
2020-03-04,99.66739426922867,102.2241262489445,83.85889264776563,93.6446762084961
2020-03-11,90.32272055201909,93.00548060815825,57.841470044416745,66.42991638183594
2020-03-18,61.676586749682265,69.85091214164055,54.01540051950944,69.58984375
2020-03-25,72.11953172962353,81.86930897011582,70.50807215104567,77.46705627441406
2020-04-01,72.68669994810149,86.58666098785838,71.1922778928945,81.88732147216797
2020-04-08,82.32844410520416,89.86359256094863,81.55422306045287,89.18840026855469
2020-04-15,85.42532324714504,88.82829110121035,82.36445032842653,83.38174438476562
2020-04-22,84.93510879107127,96.49823265943596,84.35559476103425,93.73648071289062
2020-04-29,96.64311175089179,101.13434880446836,92.64083403260109,99.7398910522461
2020-05-06,99.86666868401831,104.17681060375803,98.65330635628895,100.72688293457031
2020-05-13,101.31544037860498,107.39128733447043,96.1631916856825,105.82479095458984
2020-05-20,111.02231305808509,113.94704672625248,104.60237474864395,111.9096908569336
2020-05-27,113.46715496341496,119.941428466069,111.61090125025994,119.50678253173828
2020-06-03,119.97762262262262,120.7835094973819,115.83952678284058,117.32453918457031
2020-06-10,117.99461424808585,119.66071556168362,111.45696345483411,119.28947448730469
2020-06-17,120.69295208545499,124.31491796931138,119.84180170877956,121.58939361572266
2020-06-24,120.67485513161516,123.09251575973697,116.74501155159905,122.35000610351562
2020-07-01,122.60356841114373,125.18422523563143,121.64374943736999,122.25949096679688
2020-07-08,122.84802091304175,127.48413262322009,121.38112921464686,126.82312774658203
2020-07-15,128.8333117440375,132.12929979673714,125.97195568270982,131.29624938964844
2020-07-22,131.9447359869109,136.14412990134656,131.9447359869109,134.26258850097656
2020-07-29,134.56254841870336,137.57122026553816,133.26274115445085,136.04415893554688
2020-08-05,136.2895916747013,141.27069323482212,135.17157371592853,139.86180114746094
2020-08-12,141.91607771641793,145.9791342769165,139.89818329564775,143.53402709960938
2020-08-19,146.34268810904223,152.18729936801913,142.03420894431392,150.8147735595703
2020-08-26,152.3963975963845,155.72319803245713,148.77872299622874,152.332763671875
2020-09-02,152.5781423630622,155.2777567287431,138.06203899757435,139.74362182617188
2020-09-09,141.697888565101,154.41425425345156,140.97981568637945,153.64163208007812
2020-09-16,154.85966403087957,156.0867667932308,141.07072884792063,146.84263610839844
2020-09-23,147.65161150798974,149.04232058194418,142.34328315579495,147.4879913330078
2020-09-30,148.14243176467056,153.59619672901601,147.6879513509751,149.96945190429688
2020-10-07,152.45088140496833,159.92253906133269,151.46920223811327,159.36807250976562
2020-10-14,159.17721110191596,164.22194632358355,155.441381653399,160.96786499023438
2020-10-21,161.47567273587603,163.81974005033666,150.50328107542694,150.62185668945312
2020-10-28,147.11028790903757,150.92281315123168,142.07558515711048,150.17489624023438
2020-11-04,150.86810275129642,158.30159582532448,139.48526291006883,142.0208740234375
2020-11-11,143.78119877114142,147.75789324479302,142.79614447943058,145.8060302734375
2020-11-18,137.1503232795506,142.28537026243717,133.82121601662166,141.33680725097656
2020-11-25,141.67427306287206,143.53492176215138,138.08065318794735,139.9139404296875
2020-12-02,139.00185650165344,139.685920783487,136.18351500065674,137.94384765625
2020-12-09,145.47764273993027,149.84652632617914,143.3980888348392,148.97093200683594
2020-12-16,149.69153115757334,151.57955562191992,147.09209473285514,150.13845825195312
2020-12-23,150.49413186715634,151.06875027873775,145.45941519511388,146.4262237548828
2020-12-30,146.48098219392003,147.83086525477742,143.31604341617756,146.77284240722656
2021-01-06,144.44698827300192,155.27345352805463,144.1095210632953,154.1333465576172
2021-01-13,155.1731371993828,158.5296057351068,153.23039029742577,155.74774169921875
2021-01-20,156.73444529249477,160.31322270335488,155.27912190064768,158.98605346679688
2021-01-27,156.55133801076846,159.01347258738696,148.40525517941896,152.54237365722656
2021-02-03,152.17622971100846,164.25807835874622,152.03894168983197,162.7203826904297
2021-02-10,163.83709160428205,163.83709160428205,159.1965594567267,159.3155517578125
2021-02-17,159.12330682317847,163.92858339201715,151.0229778777874,154.30886840820312
2021-02-24,154.37294083203759,155.24246424895514,144.5701707807407,149.2381591796875
2021-03-03,148.45101513723117,154.8855082594391,138.06245910715546,151.9291229248047
2021-03-10,152.85357637274925,161.56714942741695,152.35932544458953,160.4779510498047
2021-03-17,160.00201135469143,168.23048215776345,157.7137839422252,165.1184844970703
2021-03-24,165.7774864421425,176.56877417624344,164.3130293544665,173.923583984375
2021-03-31,174.81140537848069,178.4542590698816,173.1455693190268,177.74948120117188
2021-04-07,177.10874041646133,184.174785337455,176.35819538119182,182.80184936523438
2021-04-14,184.01921981051652,191.27746921688288,183.45173001230816,185.59352111816406
2021-04-21,187.0865305826385,188.12385067678608,182.03758110866232,182.72607421875
2021-04-28,183.3594778351411,184.047970899096,179.25605805337574,183.87355041503906
2021-05-05,185.01180110932202,197.56991856232492,182.4965160782068,188.5001678466797
2021-05-12,186.53570303407736,187.2425597784666,175.99717396899004,176.9427032470703
2021-05-19,173.9959643117425,179.8068475643697,171.09512412536762,177.19058227539062
2021-05-26,176.7958202461446,181.61527127652838,175.8319272385826,176.11651611328125
2021-06-02,176.5295996234475,177.33742184672556,172.8484482600678,175.70339965820312
2021-06-09,176.25420875530256,176.71320409060283,171.43475773464976,172.4720916748047
2021-06-16,172.58226558156184,176.87845568204827,169.33258440356016,175.9971923828125
2021-06-23,175.4739140578538,179.78848148877975,175.19852805794469,178.27378845214844
2021-06-30,178.20956719956516,180.40356475853903,176.9702739560013,178.77871704101562
2021-07-07,177.78726933713259,180.61468256723396,175.4831175653528,178.3472442626953
2021-07-14,179.1642299379516,182.551617610679,174.45493351416715,178.191162109375
2021-07-21,179.3481106580541,185.67175459318074,176.51814929097395,178.3802032470703
2021-07-28,178.52765988750335,180.1131805971587,175.9281525342616,178.7857666015625
2021-08-04,177.96534742973375,179.08996124850913,172.72022532175504,174.8957061767578
2021-08-11,176.33372647968523,179.67991452188107,167.84383066118966,168.00975036621094
2021-08-18,174.45322692367913,193.1107395854253,173.76186671129994,187.4876708984375
2021-08-25,187.5061417286733,193.0370243308922,187.19272842366374,187.9486083984375
2021-09-01,188.55701233213793,191.03669366164337,185.79157098011174,189.11009216308594
2021-09-08,188.37261405940606,191.1933614139998,185.7454396832402,188.20668029785156
2021-09-15,188.20668757734714,195.40604979350292,185.72700665648472,190.1425018310547
2021-09-22,191.78334075044128,195.65495542989484,188.6860461937263,189.36817932128906
2021-09-29,190.04111649721298,192.05989075848333,185.81920804711683,188.29888916015625
2021-10-06,187.0360067517877,195.18485110082202,186.123420129162,193.3965301513672
2021-10-13,194.16162020696515,206.27425141747156,194.13396692178503,205.4814910888672
2021-10-20,207.23390751511351,216.1801195964284,206.02196147536958,213.7747344970703
2021-10-27,214.2835611021315,218.2432079343339,212.97910836685136,215.58802795410156
2021-11-03,215.45851748540125,221.36098816771042,214.7091470804943,216.4021759033203
2021-11-10,215.20871278812587,228.25335309221342,213.98752028853633,226.45855712890625
2021-11-17,231.30636547748375,237.19958971131476,226.87488220335118,233.05490112304688
2021-11-24,230.75125880214648,234.44261794309014,226.2087620734461,226.28277587890625
