Date,Open,High,Low,Close
2020-01-01,26.296910313197547,26.676753978819278,24.923627367678343,25.56644058227539
2020-01-08,25.556703199205618,27.192955849680498,25.19633913789911,26.79363250732422
2020-01-15,26.637799098486685,28.10847851986159,25.926808938455338,26.79363250732422
2020-01-22,26.95919757365378,27.60201065489632,25.16711205695331,25.644351959228516
2020-01-29,25.430087949637787,25.50800465006876,23.287375901265023,24.11524200439453
2020-02-05,24.670391033887785,25.371641119086647,22.849086174963947,24.83596420288086
2020-02-12,24.97232292386557,25.118418346349586,23.920446656527346,24.144458770751953
2020-02-19,24.485343649976592,24.855449336772704,21.884871454243765,22.060184478759766
2020-02-26,22.225759500051268,22.74195879688635,18.992213674275344,20.74534034729004
2020-03-04,21.212841545096826,25.128157870764355,21.154402629395094,22.605602264404297
2020-03-11,22.099144374981257,22.31341482336314,16.73262662715359,18.329919815063477
2020-03-18,16.859239185925848,21.485547019771182,16.021635241336526,21.290756225585938
2020-03-25,21.436850821047837,22.96596708170438,20.891433970232878,22.04070472717285
2020-04-01,21.23231893078476,24.047063490220683,20.73560116032956,23.248416900634766
2020-04-08,23.635354635251442,25.100355909432018,23.303287530742875,24.934322357177734
2020-04-15,24.719453862026764,25.99888962613389,24.23112011284416,24.690155029296875
2020-04-22,25.637521277617086,27.405288889829407,25.246854659289138,26.25282096862793
2020-04-29,26.663023185806342,27.307623615329007,24.44598927837317,25.65705680847168
2020-05-06,26.067254791019174,26.54582161850872,25.403120626227043,25.44218635559082
2020-05-13,25.637523421118523,27.668991869116187,24.397155174232907,26.73139190673828
2020-05-20,27.366219697438343,31.25335531803627,27.278319486578756,29.69068717956543
2020-05-27,29.817653386366782,33.86105355574982,28.567518569782838,33.80245590209961
2020-06-03,34.42753094384531,36.05856395483906,33.45086339933906,34.349395751953125
2020-06-10,34.65215991118681,34.954928155227506,31.907723096242098,33.92942810058594
2020-06-17,34.105219870444785,34.642389858795404,32.9820547259163,33.55828857421875
2020-06-24,33.29459751514575,34.320097715575855,31.878428797556047,34.241966247558594
2020-07-01,34.18336197764936,35.61906437293168,33.48992895741141,34.613094329833984
2020-07-08,35.081899806002596,38.480706468471915,34.74983638539255,36.36133575439453
2020-07-15,35.99802720642768,36.68277304966774,35.07851370534594,35.52848815917969
2020-07-22,35.6165142828454,35.68498846963337,33.53293247062536,34.21767807006836
2020-07-29,34.64810062380663,36.77081239596669,33.669893328070955,36.68277359008789
2020-08-05,36.78059675177741,36.995803573904006,33.845974551426075,33.93401336669922
2020-08-12,34.11009198097426,34.93178637003275,32.58409078098363,32.652565002441406
2020-08-19,32.740594384416106,34.5111469312157,31.82107727859043,34.44267272949219
2020-08-26,34.69701283179922,39.33371317129394,34.36442221293366,38.335941314697266
2020-09-02,39.10873388439682,40.43909662981573,35.15677484219717,36.731689453125
2020-09-09,37.39686954749979,39.61740085820424,36.986024218640075,38.15987014770508
2020-09-16,38.15985519113188,38.43375570124956,35.978453928136794,38.013126373291016
2020-09-23,37.97400083078013,39.676082894229154,36.19366413663819,38.54136276245117
2020-09-30,38.296805609561126,42.1802848688855,37.93486633220276,41.1629524230957
2020-10-07,42.141155366788695,44.05844000993802,41.42706104052895,42.825897216796875
2020-10-14,43.082198197592625,43.18995327140683,40.52547776190873,40.7703742980957
2020-10-21,40.71160651683468,41.034868041121186,39.026716945326086,40.623443603515625
2020-10-28,39.73200884746067,39.92792305475792,34.57938448014513,36.43080139160156
2020-11-04,37.02835632343952,44.884637822330745,36.607133973158994,39.49691390991211
2020-11-11,40.21201909971324,43.052821022129805,40.21201909971324,42.09282684326172
2020-11-18,41.93609300416297,44.09117998549437,41.857724302458,43.924652099609375
2020-11-25,44.02260690332248,46.24626824903291,43.45444879341915,45.687904357910156
2020-12-02,45.452806022063065,45.717291035863354,41.955683214056954,42.788330078125
2020-12-09,42.90587185069989,44.50259829278349,41.240574678295935,44.23810958862305
2020-12-16,44.19892977700827,47.43156359783818,43.571995185917004,46.18749237060547
2020-12-23,46.275636155236285,47.17799945015399,44.76515456166461,45.34384536743164
2020-12-30,45.785225333611095,47.629190028734314,44.96132653294549,46.6973991394043
2021-01-06,45.88330448047793,50.248006175054996,45.47135697364111,49.669315338134766
2021-01-13,49.6398873586471,53.30819540923281,48.482505783351996,52.77854919433594
2021-01-20,54.13210470288807,54.6323310070026,51.454434386954134,52.96491622924805
2021-01-27,51.99388611905031,52.974717806757226,49.96356482482306,51.846763610839844
2021-02-03,51.85656624957323,51.97426873688137,48.62963309150939,50.26762008666992
2021-02-10,50.27744166772852,53.5141899387167,48.88466216236053,51.92523956298828
2021-02-17,51.06209928674184,51.307307210002385,45.78522373053379,47.9038200378418
2021-02-24,47.65861173948332,48.92388551152757,45.255573362128004,46.91318130493164
2021-03-03,46.18736136461191,46.6581600955586,37.19313341896958,43.0192756652832
2021-03-10,43.78433015819615,48.24711401883384,41.91094160388115,47.04069137573242
2021-03-17,45.93235053267593,47.62918893302537,44.608225486223354,45.265384674072266
2021-03-24,46.030429667545164,46.61892716134594,42.813303050492756,46.42276382446289
2021-03-31,47.178002770729414,50.23820033606042,46.95241193112201,49.87528991699219
2021-04-07,49.72816267458465,50.503020533544124,47.21723244139949,47.8155403137207
2021-04-14,47.94131387683537,48.432314636529334,44.83818922541108,45.014949798583984
2021-04-21,44.798918261417036,46.91022349760485,44.22935920102829,45.10334014892578
2021-04-28,45.02477778032785,46.61562327860079,41.921652466247295,43.68925857543945
2021-05-05,44.0526024246929,45.74164676073192,41.31281643664068,43.42412185668945
2021-05-12,42.12787950323128,43.02150100803729,40.05585506726445,41.685977935791016
2021-05-19,40.71378485331417,47.5583371059292,40.50756541931967,47.16553497314453
2021-05-26,47.45031986965588,48.3243007469186,46.71381862530563,46.89057922363281
2021-06-02,46.85129863815632,51.70238927108132,45.92821841965906,49.81694412231445
2021-06-09,49.640190453327165,53.02809742704045,49.217929377836086,52.6254768371582
2021-06-16,52.90043218871466,54.41271575317922,52.25231119623547,53.381614685058594
2021-06-23,53.253945657552656,57.888994350760534,53.253945657552656,57.70241165161133
2021-06-30,57.702408168319124,57.82025104889079,55.6303880897877,56.465087890625
2021-07-07,57.07393451652523,57.15249644616615,54.01009043526992,55.748233795166016
2021-07-14,56.60358725384119,56.60358725384119,51.89481291994039,55.60088348388672
2021-07-21,55.650021220289034,58.264913401148355,55.28629664532222,56.996788024902344
2021-07-28,57.08527090264819,60.43744527996026,56.98696816431422,60.29981994628906
2021-08-04,60.50625367440862,61.646582608605115,57.54729795938447,58.736778259277344
2021-08-11,59.002204886092436,59.95575720743838,56.6232403446958,57.52764129638672
2021-08-18,57.144250733803396,61.76455035725888,56.131714600891584,61.489295959472656
2021-08-25,61.71539255450415,62.983517983708424,59.06118142362276,60.1523551940918
2021-09-01,60.57506475258922,61.14523107978431,59.5723611685628,60.20151138305664
2021-09-08,59.83779076377945,61.96116223063088,58.884242171032824,61.2435417175293
2021-09-15,61.26319690016271,62.25607174041421,58.38288261112993,59.99507141113281
2021-09-22,60.45710754394531,62.89505224368379,59.64118055269743,59.719825744628906
2021-09-29,60.04423288574732,60.77168217741618,55.89579266836003,58.38288879394531
2021-10-06,57.6849203488293,66.05061211508382,57.52763373659698,62.51165771484375
2021-10-13,63.308528940718986,67.0279361328486,62.186809218043386,66.76226043701172
2021-10-20,66.5949636295152,67.98235479519202,64.81398370870329,66.6441650390625
2021-10-27,66.41787040703052,70.25534886529788,66.07348295078114,68.78923797607422
2021-11-03,68.5432451190199,72.87270024841959,67.70686593953351,71.77066040039062
2021-11-10,70.8063541057724,73.29579256787935,69.49767453644061,72.63653564453125
2021-11-17,72.69558838691738,74.89968318076167,70.12743006107307,72.04617309570312
2021-11-24,71.30818401159338,74.08297432156947,69.66495874977075,70.02902221679688
2021-12-01,71.58370356864066,90.91868479684481,68.18901547440446,90.04295349121094
