Date,Open,High,Low,Close
2020-01-01,576.9400024414062,627.969970703125,576.9400024414062,625.0
2020-01-08,625.0,697.219970703125,624.5499877929688,652.0700073242188
2020-01-15,653.4000244140625,675.0,640.010009765625,658.4600219726562
2020-01-22,667.4600219726562,677.77001953125,636.3699951171875,674.719970703125
2020-01-29,678.989990234375,711.1699829101562,656.6799926757812,709.8599853515625
2020-02-05,725.1900024414062,725.1900024414062,608.8699951171875,651.6199951171875
2020-02-12,656.8800048828125,735.239990234375,655.8099975585938,728.4500122070312
2020-02-19,733.760009765625,756.47998046875,626.9000244140625,630.0
2020-02-26,635.9400024414062,670.0,572.77001953125,624.72998046875
2020-03-04,647.5999755859375,658.9500122070312,537.989990234375,599.0700073242188
2020-03-11,578.010009765625,583.4400024414062,425.6499938964844,490.69000244140625
2020-03-18,455.0,525.530029296875,422.2200012207031,490.0
2020-03-25,497.42999267578125,518.8499755859375,455.4100036621094,488.5799865722656
2020-04-01,466.0,554.9299926757812,435.0400085449219,525.6699829101562
2020-04-08,536.25,577.239990234375,517.010009765625,562.02001953125
2020-04-15,551.8699951171875,633.2000122070312,540.9000244140625,573.3800048828125
2020-04-22,586.989990234375,615.0,553.6099853515625,598.5399780273438
2020-04-29,605.010009765625,633.9000244140625,570.010009765625,620.9400024414062
2020-05-06,734.0,805.8400268554688,729.0900268554688,762.0900268554688
2020-05-13,765.6099853515625,827.3300170898438,746.010009765625,805.9600219726562
2020-05-20,821.0499877929688,864.0499877929688,802.0599975585938,834.1699829101562
2020-05-27,833.8599853515625,867.22998046875,783.010009765625,859.77001953125
2020-06-03,865.4600219726562,877.6799926757812,838.0900268554688,866.4299926757812
2020-06-10,877.0,964.8400268554688,845.8599853515625,950.260009765625
2020-06-17,960.3099975585938,998.1099853515625,922.0900268554688,977.489990234375
2020-06-24,978.3400268554688,989.989990234375,942.0,985.77001953125
2020-07-01,985.0,1035.5799560546875,968.8300170898438,1007.239990234375
2020-07-08,1020.75,1125.0,950.4099731445312,972.6300048828125
2020-07-15,978.280029296875,1059.989990234375,941.4400024414062,1018.9000244140625
2020-07-22,1029.1500244140625,1081.739990234375,952.219970703125,1039.56005859375
2020-07-29,1060.6800537109375,1181.989990234375,1053.75,1173.9300537109375
2020-08-05,1186.719970703125,1270.0,1090.0,1100.010009765625
2020-08-12,1117.4200439453125,1221.3199462890625,1101.219970703125,1208.6400146484375
2020-08-19,1213.780029296875,1233.989990234375,1195.530029296875,1224.0
2020-08-26,1230.06005859375,1244.1500244140625,1128.56005859375,1209.260009765625
2020-09-02,1221.1099853515625,1225.0,1000.0,1022.530029296875
2020-09-09,1065.81005859375,1090.8199462890625,1015.0,1029.989990234375
2020-09-16,1035.0,1061.9100341796875,959.8699951171875,1060.969970703125
2020-09-23,1072.719970703125,1107.8599853515625,986.8300170898438,1082.8699951171875
2020-09-30,1085.0,1117.8599853515625,1063.699951171875,1091.3900146484375
2020-10-07,1105.699951171875,1280.43994140625,1094.8599853515625,1269.1700439453125
2020-10-14,1270.0,1378.5,1206.0,1333.6600341796875
2020-10-21,1333.4300537109375,1374.9300537109375,1255.3900146484375,1282.469970703125
2020-10-28,1248.0,1314.77001953125,1192.1400146484375,1233.969970703125
2020-11-04,1282.0,1490.6700439453125,1219.1400146484375,1226.030029296875
2020-11-11,1274.3900146484375,1355.0,1267.52001953125,1300.81005859375
2020-11-18,1305.31005859375,1460.6500244140625,1290.8900146484375,1439.280029296875
2020-11-25,1447.9100341796875,1577.0,1445.0,1521.6600341796875
2020-12-02,1517.5400390625,1628.9100341796875,1483.3399658203125,1615.8800048828125
2020-12-09,1619.8800048828125,1676.9200439453125,1512.5999755859375,1668.989990234375
2020-12-16,1670.0,1735.75,1640.0,1732.3900146484375
2020-12-23,1729.260009765625,1735.3900146484375,1625.699951171875,1673.489990234375
2020-12-30,1690.0,1725.0,1612.5699462890625,1650.0
2021-01-06,1627.3199462890625,1845.25,1564.949951171875,1810.0899658203125
2021-01-13,1823.0,1938.1700439453125,1766.68994140625,1913.2099609375
2021-01-20,1960.0,2020.0,1781.2099609375,1807.739990234375
2021-01-27,1803.550048828125,1938.5899658203125,1700.0,1909.989990234375
2021-02-03,1932.1199951171875,1948.0,1860.0,1878.0
2021-02-10,1878.0,2006.7099609375,1863.989990234375,1939.8699951171875
